UID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp,later_date,Error,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,rpm_null
M18868,302.2,311.2,1471.0,41.9,166,0,No Failure,2002-05-17 00:00:00,False,0,0,1,0,0,0,0,False
L51189,302.2,311.2,1630.0,36.0,169,0,No Failure,2002-05-17 01:00:00,False,0,0,1,0,0,0,0,False
M18870,302.1,311.1,1605.0,37.6,171,0,No Failure,2002-05-17 02:00:00,False,0,0,1,0,0,0,0,False
L51191,302.2,311.1,1447.0,52.1,174,0,No Failure,2002-05-17 03:00:00,False,0,0,1,0,0,0,0,False
M18872,302.2,311.2,1360.0,52.8,176,0,No Failure,2002-05-17 04:00:00,False,0,0,1,0,0,0,0,False
M18873,302.2,311.1,1728.0,34.0,179,0,No Failure,2002-05-17 05:00:00,False,0,0,1,0,0,0,0,False
L51194,302.1,311.0,1740.0,30.8,182,0,No Failure,2002-05-17 06:00:00,False,0,0,1,0,0,0,0,False
L51195,302.1,310.9,1477.0,41.4,184,0,No Failure,2002-05-17 07:00:00,False,0,0,1,0,0,0,0,False
L51196,302.1,310.9,1658.0,30.3,186,0,No Failure,2002-05-17 08:00:00,False,0,0,1,0,0,0,0,False
L51197,302.0,310.8,1902.0,23.4,188,0,No Failure,2002-05-17 09:00:00,False,0,0,1,0,0,0,0,False
M18878,302.0,310.8,1783.0,23.1,190,0,No Failure,2002-05-17 10:00:00,False,0,0,1,0,0,0,0,False
M18879,302.0,310.9,1558.0,45.3,193,0,No Failure,2002-05-17 11:00:00,False,0,0,1,0,0,0,0,False
L51200,302.1,311.0,1351.0,49.5,196,0,No Failure,2002-05-17 12:00:00,False,0,0,1,0,0,0,0,False
H33435,302.1,310.9,1452.0,42.5,198,0,No Failure,2002-05-17 13:00:00,False,0,0,1,0,0,0,0,False
L51202,302.1,310.9,1666.0,30.7,203,0,No Failure,2002-05-17 14:00:00,False,0,0,1,0,0,0,0,False
L51203,302.1,311.0,1364.0,50.0,205,0,No Failure,2002-05-17 15:00:00,False,0,0,1,0,0,0,0,False
M18884,302.1,311.0,1351.0,60.3,207,1,Overstrain Failure,2002-05-17 16:00:00,False,0,0,0,1,0,0,0,False
H33439,302.1,311.0,1729.0,26.1,210,0,No Failure,2002-05-17 17:00:00,False,0,0,1,0,0,0,0,False
M18886,302.1,311.0,1574.0,34.1,215,0,No Failure,2002-05-17 18:00:00,False,0,0,1,0,0,0,0,False
L51207,302.0,311.0,,37.8,218,0,No Failure,2002-05-17 19:00:00,False,0,0,1,0,0,0,0,True
L51208,302.0,310.9,1455.0,43.2,220,0,No Failure,2002-05-17 20:00:00,False,0,0,1,0,0,0,0,False
H33443,302.0,310.9,1679.0,29.0,222,0,No Failure,2002-05-17 21:00:00,False,0,0,1,0,0,0,0,False
L51210,302.0,310.8,2143.0,17.3,227,0,No Failure,2002-05-17 22:00:00,False,0,0,1,0,0,0,0,False
L51211,302.0,310.8,1447.0,42.7,229,0,No Failure,2002-05-17 23:00:00,False,0,0,1,0,0,0,0,False
L51212,302.0,310.8,1383.0,50.3,231,1,Overstrain Failure,2002-05-18 00:00:00,False,0,0,0,1,0,0,0,False
L51213,302.1,310.8,1772.0,27.1,233,0,No Failure,2002-05-18 01:00:00,False,0,0,1,0,0,0,0,False
L51214,302.0,310.8,1615.0,29.0,235,1,Tool Wear Failure,2002-05-18 02:00:00,False,0,0,0,0,0,0,1,False
L51215,286.0,310.8,1454.0,36.6,0,0,No Failure,2002-05-18 03:00:00,False,0,0,1,0,0,0,0,False
L51216,302.0,310.8,1445.0,49.1,2,0,No Failure,2002-05-18 04:00:00,False,0,0,1,0,0,0,0,False
M18897,302.0,310.8,1609.0,35.2,4,0,No Failure,2002-05-18 05:00:00,False,0,0,1,0,0,0,0,False
L51218,302.0,310.9,1546.0,34.4,7,0,No Failure,2002-05-18 06:00:00,False,0,0,1,0,0,0,0,False
L51219,301.9,310.8,1567.0,39.3,9,0,No Failure,2002-05-18 07:00:00,False,0,0,1,0,0,0,0,False
L51220,302.0,310.8,1767.0,27.4,11,0,No Failure,2002-05-18 08:00:00,False,0,0,1,0,0,0,0,False
L51221,302.0,310.9,1539.0,34.2,13,0,No Failure,2002-05-18 09:00:00,False,0,0,1,0,0,0,0,False
L51222,302.0,310.9,1564.0,118.8,15,0,No Failure,2002-05-18 10:00:00,False,0,0,1,0,0,0,0,False
M18903,302.0,310.8,1445.0,46.3,17,0,No Failure,2002-05-18 11:00:00,False,0,0,1,0,0,0,0,False
M18904,301.9,310.9,1419.0,47.7,20,1,No Failure,2002-05-18 12:00:00,False,0,0,1,0,0,0,0,False
M18905,301.8,310.9,1881.0,20.9,23,0,No Failure,2002-05-18 13:00:00,False,0,0,1,0,0,0,0,False
M18906,301.9,310.9,1421.0,46.2,26,0,No Failure,2002-05-18 14:00:00,False,0,0,1,0,0,0,0,False
L51227,301.9,311.0,1455.0,46.0,29,0,No Failure,2002-05-18 15:00:00,False,0,0,1,0,0,0,0,False
L51228,301.9,311.0,2691.0,91.9,31,1,Power Failure,2002-05-18 16:00:00,False,0,0,0,0,1,0,0,False
L51229,301.8,310.8,1505.0,121.0,33,0,No Failure,2002-05-18 17:00:00,False,0,0,1,0,0,0,0,False
L51230,301.8,310.8,1456.0,46.6,35,0,No Failure,2002-05-18 18:00:00,False,0,0,1,0,0,0,0,False
L51231,301.8,310.8,1383.0,46.4,37,0,No Failure,2002-05-18 19:00:00,False,0,0,1,0,0,0,0,False
M18912,301.9,310.8,1563.0,39.2,39,0,No Failure,2002-05-18 20:00:00,False,0,0,1,0,0,0,0,False
M18913,301.9,310.9,2305.0,16.1,42,0,No Failure,2002-05-18 21:00:00,False,0,0,1,0,0,0,0,False
M18914,301.9,310.9,1456.0,43.6,45,0,No Failure,2002-05-18 22:00:00,False,0,0,1,0,0,0,0,False
L51235,302.0,311.0,1865.0,22.7,48,0,No Failure,2002-05-18 23:00:00,False,0,0,1,0,0,0,0,False
L51236,301.9,310.9,1597.0,36.9,50,0,No Failure,2002-05-19 00:00:00,False,0,0,1,0,0,0,0,False
L51237,302.0,310.9,1495.0,38.6,52,0,No Failure,2002-05-19 01:00:00,False,0,0,1,0,0,0,0,False
M18918,302.0,310.9,1456.0,47.2,54,0,No Failure,2002-05-19 02:00:00,False,0,0,1,0,0,0,0,False
L51239,301.9,310.8,1465.0,124.1,57,0,No Failure,2002-05-19 03:00:00,False,0,0,1,0,0,0,0,False
M18920,302.0,310.9,1352.0,55.5,59,0,No Failure,2002-05-19 04:00:00,False,0,0,1,0,0,0,0,False
L51241,301.9,310.8,1906.0,21.7,62,0,No Failure,2002-05-19 05:00:00,False,0,0,1,0,0,0,0,False
L51242,302.0,310.9,1446.0,44.0,64,0,No Failure,2002-05-19 06:00:00,False,0,0,1,0,0,0,0,False
L51243,302.0,310.8,1948.0,19.7,66,0,No Failure,2002-05-19 07:00:00,False,0,0,1,0,0,0,0,False
L51244,301.9,310.7,1480.0,47.1,68,0,No Failure,2002-05-19 08:00:00,False,0,0,1,0,0,0,0,False
M18925,301.9,310.7,1511.0,37.6,70,0,No Failure,2002-05-19 09:00:00,False,0,0,1,0,0,0,0,False
M18926,301.9,310.7,1472.0,47.0,73,0,No Failure,2002-05-19 10:00:00,False,0,0,1,0,0,0,0,False
L51247,301.9,310.7,1429.0,51.0,76,0,No Failure,2002-05-19 11:00:00,False,0,0,1,0,0,0,0,False
L51248,301.9,310.7,1405.0,48.8,78,0,No Failure,2002-05-19 12:00:00,False,0,0,1,0,0,0,0,False
M18929,301.9,310.7,1405.0,47.9,80,0,No Failure,2002-05-19 13:00:00,False,0,0,1,0,0,0,0,False
L51250,302.0,310.7,1348.0,58.1,83,0,No Failure,2002-05-19 14:00:00,False,0,0,1,0,0,0,0,False
L51251,301.9,310.6,1331.0,68.6,85,1,Power Failure,2002-05-19 15:00:00,False,0,0,0,0,1,0,0,False
L51252,301.9,310.6,1610.0,33.4,87,0,No Failure,2002-05-19 16:00:00,False,0,0,1,0,0,0,0,False
M18933,301.9,310.6,1412.0,46.5,89,0,No Failure,2002-05-19 17:00:00,False,0,0,1,0,0,0,0,False
L51254,302.0,310.7,1453.0,42.7,92,0,No Failure,2002-05-19 18:00:00,False,0,0,1,0,0,0,0,False
L51255,302.0,310.6,1583.0,38.9,94,0,No Failure,2002-05-19 19:00:00,False,0,0,1,0,0,0,0,False
M18936,302.0,310.6,1539.0,37.4,96,0,No Failure,2002-05-19 20:00:00,False,0,0,1,0,0,0,0,False
L51257,302.0,310.5,1635.0,39.8,99,0,No Failure,2002-05-19 21:00:00,False,0,0,1,0,0,0,0,False
H33492,302.1,310.7,1294.0,62.4,101,1,Heat Dissipation Failure,2002-05-19 22:00:00,False,0,1,0,0,0,0,0,False
L51259,302.0,310.5,1978.0,22.0,106,0,No Failure,2002-05-19 23:00:00,False,0,0,1,0,0,0,0,False
L51260,302.0,310.4,1357.0,58.0,108,1,Heat Dissipation Failure,2002-05-20 00:00:00,False,0,1,0,0,0,0,0,False
L51261,302.0,310.4,1336.0,58.2,110,1,Heat Dissipation Failure,2002-05-20 01:00:00,False,0,1,0,0,0,0,0,False
L51262,302.0,310.4,1568.0,39.2,112,0,No Failure,2002-05-20 02:00:00,False,0,0,1,0,0,0,0,False
M18943,302.0,310.4,1567.0,36.4,114,0,No Failure,2002-05-20 03:00:00,False,0,0,1,0,0,0,0,False
L51264,302.0,310.4,1611.0,35.6,117,0,No Failure,2002-05-20 04:00:00,False,0,0,1,0,0,0,0,False
H33499,286.0,310.5,1841.0,23.6,119,0,No Failure,2002-05-20 05:00:00,False,0,0,1,0,0,0,0,False
L51266,302.0,310.5,1567.0,36.1,124,0,No Failure,2002-05-20 06:00:00,False,0,0,1,0,0,0,0,False
L51267,301.9,310.4,1376.0,54.9,126,1,Heat Dissipation Failure,2002-05-20 07:00:00,False,0,1,0,0,0,0,0,False
L51268,301.9,310.5,1477.0,42.4,128,0,No Failure,2002-05-20 08:00:00,False,0,0,1,0,0,0,0,False
M18949,301.9,310.5,1590.0,40.3,130,0,No Failure,2002-05-20 09:00:00,False,0,0,1,0,0,0,0,False
L51270,302.0,310.5,2197.0,15.8,133,0,No Failure,2002-05-20 10:00:00,False,0,0,1,0,0,0,0,False
M18951,302.0,310.4,1595.0,32.9,135,0,No Failure,2002-05-20 11:00:00,False,0,0,1,0,0,0,0,False
H33506,302.0,310.5,1812.0,24.4,138,0,No Failure,2002-05-20 12:00:00,False,0,0,1,0,0,0,0,False
M18953,286.0,310.5,1573.0,32.1,143,0,No Failure,2002-05-20 13:00:00,False,0,0,1,0,0,0,0,False
L51274,302.0,310.5,1651.0,30.9,146,0,No Failure,2002-05-20 14:00:00,False,0,0,1,0,0,0,0,False
H33509,302.0,310.5,1459.0,43.2,148,0,No Failure,2002-05-20 15:00:00,False,0,0,1,0,0,0,0,False
L51276,301.9,310.4,1370.0,51.7,153,1,Heat Dissipation Failure,2002-05-20 16:00:00,False,0,1,0,0,0,0,0,False
L51277,301.9,310.4,1518.0,34.1,155,0,No Failure,2002-05-20 17:00:00,False,0,0,1,0,0,0,0,False
L51278,302.0,310.3,1648.0,29.6,157,0,No Failure,2002-05-20 18:00:00,False,0,0,1,0,0,0,0,False
L51279,302.0,310.4,1464.0,47.2,159,0,No Failure,2002-05-20 19:00:00,False,0,0,1,0,0,0,0,False
L51280,302.0,310.4,1895.0,23.2,161,0,No Failure,2002-05-20 20:00:00,False,0,0,1,0,0,0,0,False
L51281,301.9,310.4,1884.0,23.4,163,0,No Failure,2002-05-20 21:00:00,False,0,0,1,0,0,0,0,False
L51282,302.0,310.4,1450.0,46.6,165,0,No Failure,2002-05-20 22:00:00,False,0,0,1,0,0,0,0,False
L51283,302.0,310.4,1448.0,43.4,167,0,No Failure,2002-05-20 23:00:00,False,0,0,1,0,0,0,0,False
L51284,302.1,310.5,1389.0,49.6,169,0,No Failure,2012-05-21 00:00:00,True,0,0,1,0,0,0,0,False
L51285,302.0,310.6,1583.0,35.2,171,0,No Failure,2002-05-21 01:00:00,False,0,0,1,0,0,0,0,False
L51286,301.9,310.5,1425.0,51.1,173,0,No Failure,2002-05-21 02:00:00,False,0,0,1,0,0,0,0,False
L51287,302.0,310.5,1809.0,27.1,175,0,No Failure,2002-05-21 03:00:00,False,0,0,1,0,0,0,0,False
L51288,301.9,310.5,1892.0,21.8,177,0,No Failure,2002-05-21 04:00:00,False,0,0,1,0,0,0,0,False
M18969,301.9,310.6,1475.0,47.8,179,0,No Failure,2012-05-21 05:00:00,True,0,0,1,0,0,0,0,False
L51290,302.0,310.6,1361.0,46.7,182,0,No Failure,2002-05-21 06:00:00,False,0,0,1,0,0,0,0,False
M18971,302.0,310.6,1563.0,41.0,184,0,No Failure,2002-05-21 07:00:00,False,0,0,1,0,0,0,0,False
H33526,301.9,310.5,1472.0,39.7,187,0,No Failure,2002-05-21 08:00:00,False,0,0,1,0,0,0,0,False
L51293,302.0,310.6,1325.0,55.3,192,0,No Failure,2002-05-21 09:00:00,False,0,0,1,0,0,0,0,False
L51294,302.0,310.6,1358.0,132.9,194,0,No Failure,2002-05-21 10:00:00,False,0,0,1,0,0,0,0,False
H33529,302.0,310.6,1346.0,54.7,196,0,No Failure,2002-05-21 11:00:00,False,0,0,1,0,0,0,0,False
M18976,302.0,310.5,1381.0,58.4,201,0,No Failure,2002-05-21 12:00:00,False,0,0,1,0,0,0,0,False
L51297,301.9,310.5,1340.0,55.7,204,1,Overstrain Failure,2002-05-21 13:00:00,False,0,0,0,1,0,0,0,False
L51298,302.0,310.6,1366.0,47.7,206,0,No Failure,2002-05-21 14:00:00,False,0,0,1,0,0,0,0,False
L51299,302.1,310.7,1325.0,45.1,208,1,Heat Dissipation Failure,2002-05-21 15:00:00,False,0,1,0,0,0,0,0,False
M18980,302.1,310.7,1376.0,46.3,210,1,Heat Dissipation Failure,2002-05-21 16:00:00,False,0,1,0,0,0,0,0,False
M18981,302.1,310.7,1364.0,47.8,213,1,Heat Dissipation Failure,2002-05-21 17:00:00,False,0,1,0,0,0,0,0,False
L51302,302.2,310.6,1462.0,43.6,0,0,No Failure,2002-05-21 18:00:00,False,0,0,1,0,0,0,0,False
M18983,302.1,310.6,1517.0,38.9,2,0,No Failure,2002-05-21 19:00:00,False,0,0,1,0,0,0,0,False
L51304,302.1,310.6,1385.0,53.6,5,0,Error,2002-05-21 20:00:00,False,1,0,0,0,0,0,0,False
L51305,302.1,310.6,1439.0,40.0,7,0,No Failure,2002-05-21 21:00:00,False,0,0,1,0,0,0,0,False
M18986,302.0,310.6,1623.0,34.3,9,0,No Failure,2002-05-21 22:00:00,False,0,0,1,0,0,0,0,False
H33541,302.0,310.6,1438.0,43.2,12,0,No Failure,2002-05-21 23:00:00,False,0,0,1,0,0,0,0,False
L51308,301.9,310.4,1708.0,24.8,17,0,No Failure,2002-05-22 00:00:00,False,0,0,1,0,0,0,0,False
M18989,301.8,310.3,1666.0,32.7,19,0,No Failure,2002-05-22 01:00:00,False,0,0,1,0,0,0,0,False
L51310,301.9,310.4,1286.0,62.8,22,1,Heat Dissipation Failure,2002-05-22 02:00:00,False,0,1,0,0,0,0,0,False
L51311,301.9,310.3,1485.0,46.3,24,0,No Failure,2002-05-22 03:00:00,False,0,0,1,0,0,0,0,False
M18992,301.8,310.3,1409.0,52.5,26,0,No Failure,2002-05-22 04:00:00,False,0,0,1,0,0,0,0,False
L51313,301.8,310.3,1765.0,27.3,29,0,No Failure,2002-05-22 05:00:00,False,0,0,1,0,0,0,0,False
L51314,301.8,310.3,1688.0,28.8,31,0,No Failure,2002-05-22 06:00:00,False,0,0,1,0,0,0,0,False
M18995,301.7,310.3,1787.0,26.7,33,0,No Failure,2002-05-22 07:00:00,False,0,0,1,0,0,0,0,False
L51316,301.7,310.1,1487.0,48.0,36,0,No Failure,2002-05-22 08:00:00,False,0,0,1,0,0,0,0,False
L51317,301.7,310.1,1384.0,50.5,38,0,No Failure,2002-05-22 09:00:00,False,0,0,1,0,0,0,0,False
L51318,301.7,310.2,1311.0,57.4,40,1,Heat Dissipation Failure,2002-05-22 10:00:00,False,0,1,0,0,0,0,0,False
H33553,301.7,310.2,1620.0,30.8,42,0,No Failure,2002-05-22 11:00:00,False,0,0,1,0,0,0,0,False
L51320,301.7,310.2,1331.0,61.2,47,1,Heat Dissipation Failure,2002-05-22 12:00:00,False,0,1,0,0,0,0,0,False
H33555,301.7,310.1,1462.0,38.3,49,0,No Failure,2002-05-22 13:00:00,False,0,0,1,0,0,0,0,False
L51322,301.7,310.1,1424.0,50.2,54,0,No Failure,2002-05-22 14:00:00,False,0,0,1,0,0,0,0,False
L51323,301.7,310.1,1500.0,39.6,56,0,No Failure,2012-05-22 15:00:00,True,0,0,1,0,0,0,0,False
L51324,301.8,310.1,1738.0,28.0,58,0,No Failure,2002-05-22 16:00:00,False,0,0,1,0,0,0,0,False
M19005,301.8,310.3,1465.0,46.5,60,0,No Failure,2002-05-22 17:00:00,False,0,0,1,0,0,0,0,False
L51326,301.8,310.3,1482.0,41.4,63,0,No Failure,2002-05-22 18:00:00,False,0,0,1,0,0,0,0,False
L51327,301.9,310.3,1398.0,44.0,65,0,No Failure,2002-05-22 19:00:00,False,0,0,1,0,0,0,0,False
L51328,301.9,310.3,1972.0,21.3,67,0,No Failure,2002-05-22 20:00:00,False,0,0,1,0,0,0,0,False
L51329,301.9,310.4,1603.0,37.6,69,0,No Failure,2002-05-22 21:00:00,False,0,0,1,0,0,0,0,False
L51330,301.9,310.4,1610.0,34.8,71,0,No Failure,2002-05-22 22:00:00,False,0,0,1,0,0,0,0,False
M19011,301.9,310.4,1373.0,48.0,73,1,Heat Dissipation Failure,2002-05-22 23:00:00,False,0,1,0,0,0,0,0,False
M19012,302.0,310.5,1425.0,44.7,76,0,No Failure,2002-05-23 00:00:00,False,0,0,1,0,0,0,0,False
M19013,302.0,310.4,1212.0,55.6,79,1,Heat Dissipation Failure,2002-05-23 01:00:00,False,0,1,0,0,0,0,0,False
M19014,302.0,310.4,1828.0,26.3,82,0,No Failure,2002-05-23 02:00:00,False,0,0,1,0,0,0,0,False
L51335,302.0,310.5,1370.0,44.4,85,1,Heat Dissipation Failure,2002-05-23 03:00:00,False,0,1,0,0,0,0,0,False
M19016,302.0,310.5,1823.0,25.1,87,0,No Failure,2002-05-23 04:00:00,False,0,0,1,0,0,0,0,False
L51337,302.0,310.5,1263.0,60.6,90,1,Heat Dissipation Failure,2002-05-23 05:00:00,False,0,1,0,0,0,0,0,False
L51338,301.9,310.4,1889.0,21.5,92,0,No Failure,2002-05-23 06:00:00,False,0,0,1,0,0,0,0,False
M19019,302.0,310.5,1639.0,32.9,94,0,No Failure,2002-05-23 07:00:00,False,0,0,1,0,0,0,0,False
M19020,302.0,310.4,1608.0,33.1,97,0,No Failure,2002-05-23 08:00:00,False,0,0,1,0,0,0,0,False
H33575,285.9,310.3,1653.0,32.4,100,0,No Failure,2002-05-23 09:00:00,False,0,0,1,0,0,0,0,False
L51342,302.0,310.4,1591.0,29.8,105,0,No Failure,2002-05-23 10:00:00,False,0,0,1,0,0,0,0,False
L51343,302.1,310.5,1696.0,30.9,107,0,No Failure,2002-05-23 11:00:00,False,0,0,1,0,0,0,0,False
L51344,302.2,310.6,1346.0,47.5,109,1,Heat Dissipation Failure,2002-05-23 12:00:00,False,0,1,0,0,0,0,0,False
M19025,302.2,310.5,1507.0,40.4,111,0,No Failure,2002-05-23 13:00:00,False,0,0,1,0,0,0,0,False
H33580,302.3,310.6,1525.0,48.7,114,0,No Failure,2002-05-23 14:00:00,False,0,0,1,0,0,0,0,False
M19027,302.3,310.7,1559.0,33.9,119,0,No Failure,2002-05-23 15:00:00,False,0,0,1,0,0,0,0,False
L51348,302.2,310.6,1632.0,30.5,122,0,No Failure,2002-05-23 16:00:00,False,0,0,1,0,0,0,0,False
L51349,302.1,310.5,1559.0,36.0,124,0,No Failure,2002-05-23 17:00:00,False,0,0,1,0,0,0,0,False
M19030,302.2,310.6,1355.0,51.5,126,1,Heat Dissipation Failure,2002-05-23 18:00:00,False,0,1,0,0,0,0,0,False
M19031,286.2,310.5,1832.0,23.7,129,0,No Failure,2002-05-23 19:00:00,False,0,0,1,0,0,0,0,False
L51352,286.2,310.6,1386.0,50.0,132,0,No Failure,2002-05-23 20:00:00,False,0,0,1,0,0,0,0,False
M19033,302.2,310.6,1346.0,49.2,134,1,Heat Dissipation Failure,2002-05-23 21:00:00,False,0,1,0,0,0,0,0,False
L51354,302.3,310.7,1499.0,37.8,137,0,No Failure,2002-05-23 22:00:00,False,0,0,1,0,0,0,0,False
L51355,302.3,310.7,1612.0,33.4,139,0,No Failure,2002-05-23 23:00:00,False,0,0,1,0,0,0,0,False
M19036,302.3,310.7,1544.0,39.7,141,0,No Failure,2002-05-24 00:00:00,False,0,0,1,0,0,0,0,False
L51357,302.5,310.9,1477.0,39.2,144,0,No Failure,2002-05-24 01:00:00,False,0,0,1,0,0,0,0,False
L51358,302.5,310.9,1624.0,34.4,146,0,No Failure,2002-05-24 02:00:00,False,0,0,1,0,0,0,0,False
L51359,302.4,310.9,1349.0,46.1,148,1,Heat Dissipation Failure,2002-05-24 03:00:00,False,0,1,0,0,0,0,0,False
L51360,302.4,310.8,1686.0,28.8,150,0,No Failure,2002-05-24 04:00:00,False,0,0,1,0,0,0,0,False
M19041,302.4,310.7,1521.0,40.4,152,0,No Failure,2002-05-24 05:00:00,False,0,0,1,0,0,0,0,False
L51362,302.4,310.7,1362.0,54.8,155,1,Heat Dissipation Failure,2002-05-24 06:00:00,False,0,1,0,0,0,0,0,False
L51363,302.3,310.7,1402.0,50.9,157,0,No Failure,2002-05-24 07:00:00,False,0,0,1,0,0,0,0,False
L51364,302.2,310.6,1334.0,53.2,159,1,Heat Dissipation Failure,2002-05-24 08:00:00,False,0,1,0,0,0,0,0,False
L51365,302.2,310.6,1348.0,48.4,161,1,Heat Dissipation Failure,2002-05-24 09:00:00,False,0,1,0,0,0,0,0,False
M19046,302.2,310.6,1570.0,34.6,163,0,No Failure,2002-05-24 10:00:00,False,0,0,1,0,0,0,0,False
M19047,302.2,310.7,1601.0,33.0,166,0,No Failure,2002-05-24 11:00:00,False,0,0,1,0,0,0,0,False
M19048,302.3,310.8,1611.0,31.8,169,0,No Failure,2002-05-24 12:00:00,False,0,0,1,0,0,0,0,False
L51369,286.4,310.9,1560.0,31.8,172,0,No Failure,2002-05-24 13:00:00,False,0,0,1,0,0,0,0,False
H33604,302.4,310.9,1444.0,40.7,174,0,No Failure,2002-05-24 14:00:00,False,0,0,1,0,0,0,0,False
L51371,302.4,311.0,1317.0,59.4,179,0,No Failure,2002-05-24 15:00:00,False,0,0,1,0,0,0,0,False
M19052,302.5,311.0,1463.0,43.1,181,0,No Failure,2002-05-24 16:00:00,False,0,0,1,0,0,0,0,False
L51373,302.4,311.1,1634.0,34.2,184,0,No Failure,2002-05-24 17:00:00,False,0,0,1,0,0,0,0,False
L51374,302.4,311.0,1423.0,46.2,186,0,No Failure,2002-05-24 18:00:00,False,0,0,1,0,0,0,0,False
L51375,302.5,311.0,1548.0,38.4,188,0,No Failure,2002-05-24 19:00:00,False,0,0,1,0,0,0,0,False
M19056,302.5,311.0,1563.0,35.6,190,0,No Failure,2002-05-24 20:00:00,False,0,0,1,0,0,0,0,False
L51377,302.4,311.0,1573.0,36.5,193,0,No Failure,2002-05-24 21:00:00,False,0,0,1,0,0,0,0,False
M19058,302.4,311.1,1432.0,44.5,195,0,No Failure,2002-05-24 22:00:00,False,0,0,1,0,0,0,0,False
M19059,302.5,311.1,1638.0,32.0,198,0,No Failure,2002-05-24 23:00:00,False,0,0,1,0,0,0,0,False
L51380,302.5,311.1,1571.0,34.2,201,0,No Failure,2002-05-25 00:00:00,False,0,0,1,0,0,0,0,False
L51381,302.4,311.0,2211.0,15.4,203,0,No Failure,2002-05-25 01:00:00,False,0,0,1,0,0,0,0,False
L51382,302.4,311.0,1555.0,120.4,205,0,No Failure,2002-05-25 02:00:00,False,0,0,1,0,0,0,0,False
M19063,302.3,310.9,1558.0,31.9,207,0,No Failure,2002-05-25 03:00:00,False,0,0,1,0,0,0,0,False
M19064,302.3,310.9,1523.0,43.2,210,0,No Failure,2002-05-25 04:00:00,False,0,0,1,0,0,0,0,False
L51385,302.3,310.8,1723.0,26.3,213,0,No Failure,2002-05-25 05:00:00,False,0,0,1,0,0,0,0,False
M19066,302.3,310.8,1721.0,28.4,215,0,No Failure,2002-05-25 06:00:00,False,0,0,1,0,0,0,0,False
M19067,302.3,310.9,1710.0,30.4,218,1,Tool Wear Failure,2002-05-25 07:00:00,False,0,0,0,0,0,0,1,False
M19068,302.3,310.9,1627.0,32.3,0,0,No Failure,2002-05-25 08:00:00,False,0,0,1,0,0,0,0,False
M19069,302.2,310.8,1422.0,47.0,3,0,No Failure,2002-05-25 09:00:00,False,0,0,1,0,0,0,0,False
L51390,302.1,310.8,1565.0,35.3,6,0,No Failure,2002-05-25 10:00:00,False,0,0,1,0,0,0,0,False
L51391,302.1,310.7,1314.0,52.8,8,1,Heat Dissipation Failure,2002-05-25 11:00:00,False,0,1,0,0,0,0,0,False
M19072,302.0,310.6,1392.0,60.5,10,0,No Failure,2002-05-25 12:00:00,False,0,0,1,0,0,0,0,False
L51393,302.1,310.7,1465.0,40.7,13,0,No Failure,2002-05-25 13:00:00,False,0,0,1,0,0,0,0,False
L51394,285.9,310.6,1573.0,36.6,15,0,No Failure,2002-05-25 14:00:00,False,0,0,1,0,0,0,0,False
M19075,302.0,310.7,2157.0,17.8,17,0,No Failure,2002-05-25 15:00:00,False,0,0,1,0,0,0,0,False
L51396,301.9,310.7,1370.0,50.3,20,0,No Failure,2002-05-25 16:00:00,False,0,0,1,0,0,0,0,False
L51397,301.9,310.6,1462.0,38.8,22,0,No Failure,2002-05-25 17:00:00,False,0,0,1,0,0,0,0,False
M19078,302.0,310.6,1479.0,40.5,24,0,No Failure,2002-05-25 18:00:00,False,0,0,1,0,0,0,0,False
L51399,301.9,310.7,1717.0,26.8,27,0,No Failure,2002-05-25 19:00:00,False,0,0,1,0,0,0,0,False
M19080,301.9,310.6,1260.0,65.9,29,0,No Failure,2002-05-25 20:00:00,False,0,0,1,0,0,0,0,False
L51401,301.9,310.6,1467.0,39.3,32,0,No Failure,2002-05-25 21:00:00,False,0,0,1,0,0,0,0,False
M19082,302.0,310.6,1535.0,38.6,34,0,No Failure,2002-05-25 22:00:00,False,0,0,1,0,0,0,0,False
L51403,302.0,310.7,1657.0,31.9,37,0,No Failure,2002-05-25 23:00:00,False,0,0,1,0,0,0,0,False
L51404,302.0,310.7,1698.0,28.1,39,0,No Failure,2002-05-26 00:00:00,False,0,0,1,0,0,0,0,False
L51405,302.1,310.7,1359.0,49.3,41,1,Heat Dissipation Failure,2002-05-26 01:00:00,False,0,1,0,0,0,0,0,False
L51406,302.1,310.8,1596.0,37.1,43,0,No Failure,2002-05-26 02:00:00,False,0,0,1,0,0,0,0,False
L51407,302.2,310.8,1383.0,46.9,45,0,No Failure,2012-05-26 03:00:00,True,0,0,1,0,0,0,0,False
L51408,302.2,310.8,2203.0,16.6,47,0,No Failure,2002-05-26 04:00:00,False,0,0,1,0,0,0,0,False
M19089,302.2,310.8,1408.0,46.8,49,0,No Failure,2002-05-26 05:00:00,False,0,0,1,0,0,0,0,False
L51410,302.2,310.8,1673.0,32.9,52,0,No Failure,2002-05-26 06:00:00,False,0,0,1,0,0,0,0,False
L51411,302.2,310.8,1340.0,47.8,54,0,No Failure,2002-05-26 07:00:00,False,0,0,1,0,0,0,0,False
